,upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,Stock,cost_cents,cost_qty,Phone,New CSV
4404,"=""071537001235""",Drinks,1,100,n,n,Polar,,,n,1,"=""0""",0,1.0,617-866-3824,
4405,"=""071537001259""",Drinks,1,100,n,n,polar drink,,,n,1,"=""0""",0,1.0,617-866-3824,
4406,"=""071537001303""",Drinks,1,100,n,n,Polar:Raspberry Lime 6 Pack,12.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4407,"=""071537001341""",Drinks,1,100,n,n,Polar Lemon,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4408,"=""071537001358""",Drinks,1,100,n,n,Polar Seltzer Lime,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4409,"=""071537001426""",Drinks,1,100,n,n,Polar Seltzer Cranberry Lime,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4410,"=""071537021332""",Drinks,1,149,n,n,Polar 1lt,,,n,1,"=""0""",0,,617-866-3824,
4411,"=""071537052039""",Grocery Non-Taxable,1,200,n,n,Polar Orange,2 L,y,n,1,"=""0""",0,,617-866-3824,
4412,"=""071537060256""",Drinks,1,125,n,n,Polar Seltzer Ruby Red Grapefruit,20 Oz,,n,1,"=""0""",0,,617-866-3824,
4413,"=""071537060270""",Drinks,1,125,n,n,Polar selter,12o,y,n,1,"=""0""",0,,617-866-3824,
4414,"=""071537060300""",Grocery Non-Taxable,1,149,n,n,Polar Seltzer Raspberry Lime,20 fl Oz,y,n,1,"=""0""",0,,617-866-3824,
4415,"=""071537060348""",Drinks,1,149,n,n,Polar Lemon Seltzer Water,20 oz,,n,1,"=""0""",0,,617-866-3824,
4416,"=""071537060355""",Drinks,1,149,n,n,Polar Lime Seltzer Water,20 oz,,n,1,"=""0""",0,1.0,617-866-3824,
4417,"=""071537060409""",Drinks,1,125,n,n,Polar Seltzer Blueberry Lemonade,20 Fl Oz,,n,1,"=""0""",0,,617-866-3824,
4418,"=""071537060614""",Drinks,1,149,n,n,Polar Orange Vanilla,20 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4419,"=""071537060683""",Drinks,1,125,n,n,Polar,,,n,1,"=""0""",0,,617-866-3824,
4420,"=""071537060799""",Drinks,1,125,n,n,Polar,,,n,1,"=""0""",0,,617-866-3824,
4421,"=""071537060836""",Drinks,1,149,n,n,Polar seltzer,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
4422,"=""071537063011""",Grocery Non-Taxable,1,169,n,n,Polar Ginger Ale,20 oz,y,n,1,"=""0""",0,,617-866-3824,
4423,"=""071537069952""",Drinks,1,149,n,n,Polar:Tonic Water,6.00 EA,y,n,1,"=""0""",0,,617-866-3824,
4424,"=""071555025503""",Household,1,249,n,n,carton tape,,,n,1,"=""0""",0,,617-866-3824,
4425,"=""071555025510""",Electronics,1,249,n,n,Carton tape brown,,,n,1,"=""0""",0,1.0,617-866-3824,
4426,"=""071555259434""",Household,1,249,n,n,Duct Tape Superior Quality,"1.88"" x 10yds",,n,1,"=""0""",0,1.0,617-866-3824,
4427,"=""071555865246""",Household,1,499,n,n,Mop,"=""32""",n,n,1,"=""0""",0,,617-866-3824,
4428,"=""071555910014""",Electronics,1,299,n,n,Masking tape,,,n,1,"=""0""",0,1.0,617-866-3824,
4429,"=""071555910021""",Household,1,549,n,n,Masking tape,,,n,1,"=""0""",0,1.0,617-866-3824,
4430,"=""071567989046""",Candy,1,199,n,n,Belly Flops,,,n,1,"=""0""",0,,617-866-3824,
4431,"=""071592007746""",Grocery Non-Taxable,1,119,n,n,Pennsylvania Dutchman:Stems & Pieces,4.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4432,"=""071603004481""",Household,1,199,n,n,Neatfeet Deluxe Toenail Clipper,"=""1""",,n,1,"=""0""",0,,617-866-3824,
4433,"=""071603410008""",Grocery Non-Taxable,1,199,n,n,Trim Fingernail Clipper,1 pc,,n,1,"=""0""",0,,617-866-3824,
4434,"=""071603469006""",Household,1,225,n,n,Trim Toenail Clipper - Straigh Cutting Edge,"=""1""",,n,1,"=""0""",0,,617-866-3824,
4435,"=""071610202818""",Tobacco,1,700,n,n,Backwoods dark,,,n,1,"=""0""",0,1.0,617-866-3824,
4436,"=""071610301801""",Tobacco,1,700,n,n,Backwoods Black Sweet Aromatic,5.00 ct,n,n,1,"=""0""",0,,617-866-3824,
4437,"=""071610301894""",Tobacco,1,700,n,n,Backwoods Original Black & Mild,5.00 ct,n,n,1,"=""0""",0,,617-866-3824,
4438,"=""071610301924""",Tobacco,1,800,n,n,Backwoods Sweet Aromatic,5.00 ct,n,n,1,"=""0""",0,1.0,617-866-3824,
4439,"=""071610301931""",Tobacco,1,5000,n,n,Backwood Box,,n,n,1,"=""0""",0,,617-866-3824,
4440,"=""071610301986""",Tobacco,1,299,n,n,Backwoods Cigars Singles Sweet Aromatic,1 ct,n,n,1,"=""0""",0,,617-866-3824,
4441,"=""071610499072""",Tobacco,1,299,n,n,Dutch Masters Palma,1.00 ct,,n,1,"=""0""",0,1.0,617-866-3824,
4442,"=""071610500211""",Tobacco,1,900,n,n,Dutch Masters Palma Cigar,4.00 CT,y,n,1,"=""0""",0,,617-866-3824,
4443,"=""071610500372""",Tobacco,1,700,n,n,Dutch Masters Cigar Crna Dlx,4.00 CT,n,n,1,"=""0""",0,,617-866-3824,
4444,"=""071611901383""",Household,1,799,n,n,Penzoil 5w-20,1 QT,,n,1,"=""0""",0,1.0,617-866-3824,
4445,"=""071611936194""",Household,1,799,n,n,pennzoil 10w-30,1 Qt,,n,1,"=""0""",0,1.0,617-866-3824,
4446,"=""071720000076""",Grocery Non-Taxable,1,25,n,n,Pop Tootsie Roll,"=""1""",,n,1,"=""0""",0,,617-866-3824,
4447,"=""071720049723""",Candy,1,149,n,n,Tootsie Dots,2.25 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4448,"=""071737439470""",Tobacco,1,899,n,n,Bugler Pip Tobaco,4 oz,,n,1,"=""0""",0,,617-866-3824,
4449,"=""071737439494""",Tobacco,1,899,n,n,BUGLER MEN PIPE TOBACO 4 OZ,EA,,n,1,"=""0""",0,,617-866-3824,
4450,"=""071737981092""",Household,1,69,n,n,Bugler Original,50 ct,,n,1,"=""0""",0,,617-866-3824,
4451,"=""071801410312""",Grocery Non-Taxable,1,89,n,n,Finest bee ravioli,,y,n,1,"=""0""",0,,617-866-3824,
4452,"=""071801463172""",Grocery Non-Taxable,1,99,n,n,Beef stew,15oz,y,n,1,"=""0""",0,,617-866-3824,
4453,"=""071845098309""",Grocery Non-Taxable,1,189,n,n,Coco Lopez Real Cream Of Coconut,8.5 Oz189,y,n,1,"=""0""",0,,617-866-3824,
4454,"=""071921003388""",Frozen Food,1,999,n,n,DiGiorno:Rising Crust Four Cheese,28.20 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4455,"=""071921008277""",Frozen Food,1,449,n,n,DiGiorno Smalls:Supreme Traditional Crust,10.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4456,"=""071921008284""",Frozen Food,1,449,n,n,DiGiorno Smalls:Four Cheese Traditional Crust,9.20 OZ,,n,1,"=""0""",0,,617-866-3824,
4457,"=""071921008291""",Frozen Food,1,449,n,n,"DiGiorno:Traditional Crust - made with Pork, Chicken & Beef",9.30 OZ,,n,1,"=""0""",0,,617-866-3824,
4458,"=""071921016685""",Frozen Food,1,499,n,n,DiGiorno Smalls:Cheese Stuffed Crust Four Cheese,,,n,1,"=""0""",0,,617-866-3824,
4459,"=""071921016692""",Frozen Food,1,499,n,n,DiGiorno Smalls:Cheese Stuffed Crust Pepperoni,,,n,1,"=""0""",0,,617-866-3824,
4460,"=""071921805609""",Frozen Food,1,900,n,n,Digiorno Three Meat Pizza,13.8 Oz,,n,1,"=""0""",0,,617-866-3824,
4461,"=""071921962395""",Frozen Food,1,900,n,n,Digiorno Pepperoni Pizza,15.5 Oz,,n,1,"=""0""",0,,617-866-3824,
4462,"=""072030009742""",Grocery Non-Taxable,1,125,n,n,Entenmann's Singles:Loaf,2.75 OZ,y,n,1,"=""0""",0,,617-866-3824,
4463,"=""072030014166""",Condiments,1,99,n,n,Entenmann's Singles:Apple,3.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
4464,"=""072030014821""",Snacks,1,100,n,n,Entenmann`s Little Bites Chocolate Chip Muffins,1.76 Oz,y,n,1,"=""0""",0,,617-866-3824,
4465,"=""072105010925""",Grocery Non-Taxable,1,249,n,n,Magic soft,"=""4""",n,n,1,"=""0""",0,,617-866-3824,
4466,"=""072108010021""",Snacks,1,169,n,n,Moon Pie:Chocolate - Double Decker,2.75 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4467,"=""072108010229""",Grocery Non-Taxable,1,189,n,n,Moon Pie:Banana - Double Decker,2.75 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4468,"=""072170025275""",Snacks,1,199,n,n,"Keystone Party Mix, The Original",6.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
4469,"=""072180634733""",Frozen Food,1,999,n,n,Red Baron:Classic Crust Pepperoni,20.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4470,"=""072250001106""",Snacks,1,189,n,n,Mrs. Freshley's Buddy Bars Peanut Butter Wafers,3 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4471,"=""072250003070""",Snacks,1,189,n,n,Banana Pudding Cupcakes,4 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4472,"=""072250007238""",Dairy,1,169,n,n,MRs Freshley's Jumbo Honey Bun,5 oz,y,n,1,"=""0""",0,,617-866-3824,
4473,"=""072250007245""",Snacks,1,199,n,n,Mrs. Freshley's:Honey Bun,4.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4474,"=""072250007252""",Grocery Non-Taxable,1,100,n,n,Mrs. Freshley's:Jelly Swirl Honey Bun,4.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
4475,"=""072250007542""",Grocery Non-Taxable,1,169,n,n,Mrs. Freshley's:Carrot Cake,3.50 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4476,"=""072250007658""",Grocery Non-Taxable,1,169,n,n,Mrs. Freshley's Grand Iced Honey Buns,6 Oz,y,n,1,"=""0""",0,,617-866-3824,
4477,"=""072250007672""",Snacks,1,199,n,n,Choclate cake,3.5oz,,n,1,"=""0""",0,,617-866-3824,
4478,"=""072250008150""",Grocery Non-Taxable,1,129,n,n,Mrs. Freshley's Cherry Fruit Pie,4.5 Oz,y,n,1,"=""0""",0,,617-866-3824,
4479,"=""072250008174""",Grocery Non-Taxable,1,100,n,n,Mrs. Freshley's Apple Fruit Pie,4.5 OZ,y,n,1,"=""0""",0,,617-866-3824,
4480,"=""072250008204""",Grocery Non-Taxable,1,169,n,n,Mrs. Freshley's:Cr̬me Filled Chocolate,4.00 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4481,"=""072250008211""",Grocery Non-Taxable,1,169,n,n,Dramies Creme-Filled Cakes,2.8 Oz,y,n,1,"=""0""",0,1.0,617-866-3824,
4482,"=""072250010368""",Snacks,1,100,n,n,Mr. Freshley's Creme Filled Cakes Snowballs,4.25 Oz,,n,1,"=""0""",0,,617-866-3824,
4483,"=""072250010412""",Snacks,1,149,n,n,Mrs. Freshley's:Doughnut Sticks,3.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4484,"=""072250010863""",Grocery Non-Taxable,1,199,n,n,Mrs. Freshley's Lemon Fruit Pie,4.5 oz,,n,1,"=""0""",0,1.0,617-866-3824,
4485,"=""072250011716""",Grocery Non-Taxable,1,100,n,n,Creme Filled Orange Cupcakes,4 Oz,y,n,1,"=""0""",0,,617-866-3824,
4486,"=""072250011884""",Grocery Non-Taxable,1,99,n,n,Khh,,,n,1,"=""0""",0,,617-866-3824,
4487,"=""072250011945""",Grocery Non-Taxable,1,99,n,n,Jhn,,y,n,1,"=""0""",0,,617-866-3824,
4488,"=""072250020381""",Snacks,1,199,n,n,Cupcake,4.5oz,,n,1,"=""0""",0,,617-866-3824,
4489,"=""072250020794""",Snacks,1,100,n,n,Mrs. Freshley's Birthday cake,2.7 oz,,n,1,"=""0""",0,,617-866-3824,
4490,"=""072250028301""",Grocery Non-Taxable,1,89,n,n,sweet rolls,,y,n,1,"=""0""",0,,617-866-3824,
4491,"=""072250028981""",Household,1,199,n,n,MRS. Freshley's Cupcakes RED VELVET,4 Oz,,n,1,"=""0""",0,,617-866-3824,
4492,"=""072250030625""",Drinks,1,169,n,n,Mrs. Freshley's Frosted Mini Donuts,3.3 Oz,y,n,1,"=""0""",0,1.0,617-866-3824,
4493,"=""072250030632""",Grocery Non-Taxable,1,199,n,n,Mrs. Freshley's \Powdered Mini Donuts,3 Oz,y,n,1,"=""0""",0,1.0,617-866-3824,
4494,"=""072250030878""",Snacks,1,169,n,n,Mrs. Freshley's Mini Donuts Crunch,3.4 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4495,"=""072250030953""",Snacks,1,169,n,n,Mrs. Freshley's Mini Donuts,3 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4496,"=""072250051071""",Snacks,1,169,n,n,Oreo Brownie,3oz,,n,1,"=""0""",0,1.0,617-866-3824,
4497,"=""072250086394""",Condiments,1,99,n,n,Peanut Butter Flavored Swiss Rolls,2.8 Oz,y,n,1,"=""0""",0,,617-866-3824,
4498,"=""072250087186""",Snacks,1,169,n,n,Mrs. Freshley's Iced Honey Bun,4 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4499,"=""072250087957""",Snacks,1,199,n,n,MRSFRESHLEY CHOC,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
4500,"=""072250088831""",Grocery Non-Taxable,1,99,n,n,MRS. FRESHLEY'S SWISS ROLLS,2.8 Oz,y,n,1,"=""0""",0,,617-866-3824,
4501,"=""072250091596""",Grocery Non-Taxable,1,100,n,n,Mrs. Freshley's Cupcakes,4 Oz,y,n,1,"=""0""",0,,617-866-3824,
4502,"=""072250092920""",Grocery Non-Taxable,1,100,n,n,Minis,,y,n,1,"=""0""",0,,617-866-3824,
4503,"=""072250092937""",Grocery Non-Taxable,1,100,n,n,Minis,,y,n,1,"=""0""",0,,617-866-3824,
4504,"=""072250903370""",Grocery Non-Taxable,1,169,n,n,"Mrs. Freshley's:Cream Cakes, Gold",2.80 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4505,"=""072250903561""",Snacks,1,169,n,n,Fresley's Pecan Twirls Sweet Rolls,3 Oz,y,n,1,"=""0""",0,1.0,617-866-3824,
4506,"=""072250907545""",Grocery Non-Taxable,1,129,n,n,Chocolate Bells Cakes,3.5 Oz,y,n,1,"=""0""",0,,617-866-3824,
4507,"=""072250916417""",Snacks,1,199,n,n,Hersheys cookies n cream,,,n,1,"=""0""",0,1.0,617-866-3824,
4508,"=""072319002143""",Household,1,119,n,n,BAB-O Fast Action Bleach Cleanser,14 oz,,n,1,"=""0""",0,1.0,617-866-3824,
4509,"=""072320700045""",Snacks,1,129,n,n,Happy Panda Chocolate Biscuits,2.00 ounces,,n,1,"=""0""",0,,617-866-3824,
4510,"=""072320700069""",Snacks,1,129,n,n,Meiji Cookies Creme Filled Vanilla Bite Size,2.00 ounces,,n,1,"=""0""",0,,617-866-3824,
4511,"=""072320700281""",Snacks,1,129,n,n,Meiji Hello Panda Strawberry Creme Cookies,2.1 oz,,n,1,"=""0""",0,,617-866-3824,
4512,"=""072320710013""",Snacks,1,129,n,n,Meji Yam Yam Chocolate Creme,2 oz,,n,1,"=""0""",0,,617-866-3824,
4513,"=""072320710020""",Snacks,1,129,n,n,Meji Yam Yam Vanilla Creme,2 oz,,n,1,"=""0""",0,,617-866-3824,
4514,"=""072320710037""",Snacks,1,129,n,n,Meji Yam Yam Strawberry Creme,2 oz,,n,1,"=""0""",0,,617-866-3824,
4515,"=""072320710044""",Snacks,1,129,n,n,Yan Yan Double Creme,2.0oz,,n,1,"=""0""",0,,617-866-3824,
4516,"=""072350000115""",Drinks,1,149,n,n,Yoo-Hoo Chocolate Drink,15.50 FL OZ,,n,1,"=""0""",0,,617-866-3824,
4517,"=""072350000207""",Grocery Non-Taxable,1,100,n,n,Yoo-hoo Chocolate,6.5 Oz,y,n,1,"=""0""",0,,617-866-3824,
4518,"=""072359000550""",Grocery Non-Taxable,1,199,n,n,Creme Filled Vanilla Cupcakes,3.6 Oz,y,n,1,"=""0""",0,,617-866-3824,
4519,"=""072359001038""",Snacks,1,199,n,n,Choco Pie,,,n,1,"=""0""",0,1.0,617-866-3824,
4520,"=""072392083350""",Grocery Non-Taxable,1,75,n,n,"Royal:Reduced Calorie Pudding & Pie Filling, Sugar Free, Vanilla",1.70 OZ,y,n,1,"=""0""",0,,617-866-3824,
4521,"=""072400011078""",Grocery Non-Taxable,1,199,n,n,Cream of Rice,,,n,1,"=""0""",0,1.0,617-866-3824,
4522,"=""072400011092""",General Food,1,189,n,n,Cream wheat cereal,,,n,1,"=""0""",0,1.0,617-866-3824,
4523,"=""072427000123""",Grocery Non-Taxable,1,325,n,n,Fantini:Enriched Split Top Rolls,6.00 EA,,n,1,"=""0""",0,1.0,617-866-3824,
4524,"=""072470000361""",General Food,1,169,n,n,Krispy Kreme Powder Sugar Doughnuts,3 Oz,,n,1,"=""0""",0,,617-866-3824,
4525,"=""072470000385""",General Food,1,189,n,n,Krispy Kreme  Crunch Doughnuts,3 Oz,,n,1,"=""0""",0,,617-866-3824,
4526,"=""072470000392""",General Food,1,169,n,n,Krispy Kreme Glazed Honey Bun,3.0 oz,,n,1,"=""0""",0,,617-866-3824,
4527,"=""072470000439""",Snacks,1,189,n,n,Krispy Kreme Honey Bun,5 Oz,,n,1,"=""0""",0,,617-866-3824,
4528,"=""072470000484""",Snacks,1,199,n,n,coconut pie,3oz,,n,1,"=""0""",0,,617-866-3824,
4529,"=""072470000491""",Snacks,1,189,n,n,Krispy Kreme Pecan Pie,3 oz,,n,1,"=""0""",0,,617-866-3824,
4530,"=""072470000507""",Snacks,1,199,n,n,Krispy Kreme Glazed Cinnamon Bun,4 Oz,,n,1,"=""0""",0,,617-866-3824,
4531,"=""072470000804""",General Food,1,199,n,n,krispy kreme honey bn,5 oz,,n,1,"=""0""",0,,617-866-3824,
4532,"=""072470000903""",General Food,1,169,n,n,krispy kreme doughnut powered cinnamon,3 oz,,n,1,"=""0""",0,,617-866-3824,
4533,"=""072470017253""",Snacks,1,169,n,n,Krispy Kreme Doughnuts:Glazed Apple Pie,4.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4534,"=""072470017260""",Snacks,1,199,n,n,Krispy Kreme Doughnuts:Glazed Cherry Pie,4.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4535,"=""072477980338""",Household,1,249,n,n,Mouse Glue Boards,1.00 Each,,n,1,"=""0""",0,1.0,617-866-3824,
4536,"=""072486002205""",Grocery Non-Taxable,1,100,n,n,Jiffy:Corn Muffin Mix,8.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
4537,"=""072486009297""",Grocery Non-Taxable,1,129,n,n,Jiffy Banana Muffin Mix,7 oz,,n,1,"=""0""",0,,617-866-3824,
4538,"=""072521049592""",Drinks,1,100,n,n,Vintage:Original,12.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4539,"=""072521049660""",Drinks,1,125,n,n,Vintage:Tonic Water,3.85 OZ,,n,1,"=""0""",0,,617-866-3824,
4540,"=""072554001604""",Ice Cream,1,349,n,n,Nestle Drumstick:Vanilla Cone,4.60 FL OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4541,"=""072554110931""",Ice Cream,1,225,n,n,Nestle Sandwich:Vanilla - King Size,6.00 FL OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4542,"=""072554111563""",Frozen Food,1,199,n,n,Nestle Crunch:Vanilla,3.00 FL OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4543,"=""072554159725""",Ice Cream,1,349,n,n,Oreo cone,,,n,1,"=""0""",0,1.0,617-866-3824,
4544,"=""072554218606""",Ice Cream,1,349,n,n,Drumstick:King Size Vanilla Chocolate Swirl,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
4545,"=""072554218903""",Ice Cream,1,349,n,n,Drumstick:King Size Triple Chocolate,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
4546,"=""072554298837""",Frozen Food,1,1199,n,n,kit kat,,,n,1,"=""0""",0,,617-866-3824,
4547,"=""072554392528""",Ice Cream,1,159,n,n,Wonka Outrageous Orange Push Pop,2.75 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4548,"=""072554415166""",Frozen Food,1,199,n,n,Oreo bar,,,n,1,"=""0""",0,1.0,617-866-3824,
4549,"=""072554978210""",Frozen Food,1,299,n,n,Micky mouse,,,n,1,"=""0""",0,1.0,617-866-3824,
4550,"=""072600008137""",Snacks,1,75,n,n,"Herr's:Potato Chips, Heinz Ketchup Flavored",1.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4551,"=""072600032583""",Snacks,1,289,n,n,grippo's Sweet Maui Onio,pk,,n,1,"=""0""",0,1.0,617-866-3824,
4552,"=""072613002276""",Grocery Non-Taxable,1,99,n,n,Sun:Color Safe Citrus Powder,26.00 OZ,n,n,1,"=""0""",0,,617-866-3824,
4553,"=""072613012107""",Household,1,999,n,n,Sun:2X Ultra w/Sunsational Scents Clean & Fresh 75 Loads,117.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4554,"=""072613240227""",Grocery Non-Taxable,1,299,n,n,Sun Dish:Citrus Scent,26.00 OZ,n,n,1,"=""0""",0,,617-866-3824,
4555,"=""072670000017""",Grocery Non-Taxable,1,100,n,n,Vitarroz Malta,12 oz,y,n,1,"=""0""",0,,617-866-3824,
4556,"=""072670030410""",Grocery Non-Taxable,1,199,n,n,Vitarroz Gasrlic,2.5 OZ,y,n,1,"=""0""",0,,617-866-3824,
4557,"=""072728007838""",Grocery Non-Taxable,1,169,n,n,Bajamar:Octopus in Garlic Sauce,4.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
4558,"=""072769241048""",Dairy,1,249,n,n,C & F Black  Beans,"=""16""",y,n,1,"=""0""",0,,617-866-3824,
4559,"=""072785106192""",Household,1,279,n,n,Swan Nail Polish Remover Strenthening,6 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
4560,"=""072785134058""",Drinks,1,199,n,n,Swan Citroma Magnesium citrate lemony 10 fl oz,10fl oz,,n,1,"=""0""",0,1.0,617-866-3824,
4561,"=""072796000168""",Drinks,1,149,n,n,IBC ROOT BEER,12 Oz,y,n,1,"=""0""",0,,617-866-3824,
4562,"=""072799008666""",Candy,1,125,n,n,Werther's Original:Candy,1.80 OZ,,n,1,"=""0""",0,,617-866-3824,
4563,"=""072799035136""",Grocery Non-Taxable,1,125,n,n,Mamba:3 - 6 Packs,2.65 OZ,y,n,1,"=""0""",0,,617-866-3824,
4564,"=""072799035426""",Candy,1,179,n,n,Werther's Or,335 oz,,n,1,"=""0""",0,,617-866-3824,
4565,"=""072799037208""",Grocery Non-Taxable,1,299,n,n,Werthers Chewy Caramel,,y,n,1,"=""0""",0,,617-866-3824,
4566,"=""072799051891""",Candy,1,199,n,n,toffifay hazenult caramel,"=""1.16""",,n,1,"=""0""",0,,617-866-3824,
4567,"=""072799053161""",Grocery Non-Taxable,1,125,n,n,Mamba Tropics,2.65 oz,y,n,1,"=""0""",0,,617-866-3824,
4568,"=""072799055639""",Candy,1,149,n,n,Mamba 2.80oz,2.80oz,,n,1,"=""0""",0,1.0,617-866-3824,
4569,"=""072799055660""",Candy,1,149,n,n,Mumba,,,n,1,"=""0""",0,1.0,617-866-3824,
4570,"=""072799055691""",Candy,1,125,n,n,Mamba,,,n,1,"=""0""",0,,617-866-3824,
4571,"=""072799111670""",Grocery Non-Taxable,1,125,n,n,Mamba Sour:3 - 6 Packs,2.65 OZ,y,n,1,"=""0""",0,,617-866-3824,
4572,"=""072799763398""",Grocery Non-Taxable,1,199,n,n,Werther's Creamy Caramel,2.65 oz,y,n,1,"=""0""",0,,617-866-3824,
4573,"=""072940120247""",Grocery Non-Taxable,1,199,n,n,Tomatoes,,y,n,1,"=""0""",0,,617-866-3824,
4574,"=""072940172383""",Grocery Non-Taxable,1,49,n,n,Vine Rip Spaghetti Sauce,15 oz,y,n,1,"=""0""",0,,617-866-3824,
4575,"=""072999440037""",Grocery Non-Taxable,1,199,n,n,Pearls:Small Pitted Ripe Black,6.00 OZ,,n,1,"=""0""",0,,617-866-3824,
4576,"=""072999442031""",Grocery Non-Taxable,1,229,n,n,Pearls:Large Pitted Ripe Black,6.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
4577,"=""073010214095""",Hygiene Feminine,1,377,n,n,Tampax Tampons Cardboard Regular Absorbency,10.00 Ct,,n,1,"=""0""",0,1.0,617-866-3824,
4578,"=""073010314092""",Hygiene Feminine,1,377,n,n,"Tampax Flushable Cardboard, Super Absorbency Tampons",10 ct,n,n,1,"=""0""",0,1.0,617-866-3824,
4579,"=""073010414099""",Condiments,1,399,n,n,Tampax,10 ct,,n,1,"=""0""",0,,617-866-3824,
4580,"=""073030156009""",Grocery Non-Taxable,1,199,n,n,Deep Sea Pink Salmon,14.75 Oz,,n,1,"=""0""",0,,617-866-3824,
4581,"=""073078819911""",Grocery Non-Taxable,1,299,n,n,Dura Blu Soap Pads,8 ct,n,n,1,"=""0""",0,,617-866-3824,
4582,"=""073100001482""",Tobacco,1,1299,n,n,Skoal Long Cut Wintergreen,1.2 Oz,,n,1,"=""0""",0,,617-866-3824,
4583,"=""073100010958""",Tobacco,1,6400,n,n,Skoal Classic Wintergreen Long Cut,"=""5""",,n,1,"=""0""",0,,617-866-3824,
4584,"=""073135300017""",Household,1,249,n,n,Autoguard Brake Fluid,,,n,1,"=""0""",0,,617-866-3824,
4585,"=""073141150040""",Snacks,1,199,n,n,POCKY CHOCOLATE,"=""1""",,n,1,"=""0""",0,,617-866-3824,
4586,"=""073141150057""",Snacks,1,199,n,n,Pocky:Biscuit Sticks Covered with Strawberry Cream,1.41 OZ,,n,1,"=""0""",0,,617-866-3824,
4587,"=""073141152945""",Snacks,1,199,n,n,Pocky Matcha Green Tea Cream Bicuit Sticks,1.41oz,,n,1,"=""0""",0,,617-866-3824,
4588,"=""073141153157""",Snacks,1,199,n,n,Pojy,"=""1""",,n,1,"=""0""",0,,617-866-3824,
4589,"=""073260000059""",Grocery Non-Taxable,1,399,n,n,Golden Blosom Honey,8 Oz,,n,1,"=""0""",0,,617-866-3824,
4590,"=""073390000110""",Candy,1,149,n,n,"Mentos:The Chewy Mint, Mint",1.32 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4591,"=""073390000141""",Candy,1,100,n,n,"Mentos:Chewy Mint Candy, Cinnamon Fresh",1.32 OZ,,n,1,"=""0""",0,,617-866-3824,
4592,"=""073390000165""",Candy,1,149,n,n,Mentos:Fruit,1.32 OZ,y,n,1,"=""0""",0,1.0,617-866-3824,
4593,"=""073390002015""",Candy,1,35,n,n,Air Heads:Cherry,0.55 OZ,,n,1,"=""0""",0,,617-866-3824,
4594,"=""073390002022""",Candy,1,35,n,n,Air Heads:Orange,0.55 OZ,,n,1,"=""0""",0,,617-866-3824,
4595,"=""073390002039""",Candy,1,35,n,n,Air Heads:Watermelon,0.55 OZ,,n,1,"=""0""",0,,617-866-3824,
4596,"=""073390002053""",Candy,1,25,n,n,Air Heads:Strawberry,0.55 OZ,,n,1,"=""0""",0,,617-866-3824,
4597,"=""073390002077""",Candy,1,35,n,n,Airheads Green Apple Candy,0.55 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
