SKU,Categories,Stock,Price,Name,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?
44700006733,Frozen Food,1,399,Oscar Mayer Lunchables:Turkey + Cheddar & 6 Fl Oz Capri Sun Pacific Cooler,,,,,,
44700006740,Dairy,1,399,Oscar Mayer Lunchables:Turkey + American & 6 Fl Oz Capri Sun Pacific Cooler,,,,,,
44700006771,Snacks,1,399,Oscar Mayer Lunchables,,,,,,
44700006795,Snacks,1,399,Oscar Mayer Lunchables:Nachos - Cheese Dip + Salsa,,,,,,
44700006801,Frozen Food,1,399,Oscar Mayer Lunchables:,,,,,,
44700019054,Meat/Fish,1,449,Oscar Mayer:Water added,,,,,,
44700019764,Meat/Fish,1,599,Oscar Mayer Bacon:Naturally Hardwood Smoked,,,,,,
44700024102,Snacks,1,299,Oscar Mayer Lunchables:Pepperoni,,,,,,
44700024119,Snacks,1,299,Oscar Mayer Lunchables:Extra Cheesy Pizza,,,,,,
44700024546,Snacks,1,299,Oscar Mayer Lunchables:Ham + Swiss With Crackers,,,,,,
44700024553,Snacks,1,299,Oscar Mayer Lunchables:Turkey & Cheddar Cheese,,,,,,
44700024584,Snacks,1,299,Oscar Mayer Lunchables:Ham & Cheddar,,,,,,
44700070925,Snacks,1,299,Lunchables Pepperoni Mozzarella,,,,,,
44700075050,Meat/Fish,1,599,Oscar Mayer Beef Franks,,,,,,
44700360002,Grocery Non-Taxable,1,199,Oscar Mayer Lunchables:Ham & Cheddar,,,,,,
44700360019,Snacks,1,299,Oscar Mayer Lunchables:Turkey & American,,,,,,
44700360026,Snacks,1,299,Oscar Mayer Lunchables:Bologna + American,,,,,,
44700360354,Grocery Non-Taxable,1,199,Oscar Mayer Lunchables:Cheese Dip & Salsa,,,,,,
44700361139,Snacks,1,499,Oscar Mayer Lunchables:Pepperoni & 6 Fl Oz Capri Sun Fruit Punch,,,,,,
44700361146,Snacks,1,399,Oscar Mayer Lunchables:Extra Cheesy & 6 Fl Oz Capri Sun Pacific Cooler,,,,,,
44738018432,Grocery Non-Taxable,1,199,Chaokoh:Coconut Milk,,,,,,
44800001010,Grocery Non-Taxable,1,199,Sweet 'n Low:Zero Calorie 1.75 Oz,,,,,,
44800001034,Grocery Non-Taxable,1,349,Sweet 'n Low:Zero Calorie For Cooking & Baking,,,,,,
44800011026,Grocery Non-Taxable,1,275,Sweet 'n Low:Zero Calorie 4.2 Oz,,,,,,
45300005492,Grocery Non-Taxable,1,199,Peter Pan:Creamy,,,,,,
46000279183,Grocery Non-Taxable,1,249,Old El Paso:Stand 'N Stuff Taco Shells,,,,,,
46000287348,Grocery Non-Taxable,1,349,Old El Paso:Hard & Soft Taco Dinner Kit,,,,,,
46000287362,Grocery Non-Taxable,1,299,Old El Paso Stand 'n Stuff:Taco Dinner Kit,,,,,,
46000821214,Condiments,1,199,Old El Paso:Traditional,,,,,,
46100341186,Household,1,50,Sargento Snacks Cheese And Stick,,,,,,
46100400128,Dairy,1,499,Sargento Mozzarella,,,,,,
46500008184,Household,1,169,Ttt,,,,,,
46500016608,Household,1,599,Raid Fly Inst,,,,,,
46500216138,Household,1,999,Raid Ant & Roach Killer - Outdoor Fresh Scent,,,,,,
46500716935,Household,1,189,Glade Solid Hawaiian Breeze Air Freshener,,,,,,
46500733321,Household,1,169,Glade Clean Linen Air Freshener Spray,,,,,,
46500733338,Household,1,169,Glade Spray Hawaiian Breeze,,,,,,
46500733345,Household,1,169,Glade Spray Lavender & Vanilla,,,,,,
46500733390,Household,1,189,Glade Spray Powder Fresh,,,,,,
46500733406,Household,1,169,Glade Spray Lavender & Peach Blossom,,,,,,
46500733437,Household,1,169,Glade Spray Apple Cinnamon,,,,,,
46500737961,Household,1,169,Glade Spray Cashmere Woods,,,,,,
46500742422,Household,1,179,"Glade Lavender & Peach Blossom Solid Air Freshener,",,,,,,
46500745393,Tobacco,1,199,Glade Air Freshener Aerosol Spray Pure Vanilla Joy,,,,,,
46500745409,Household,1,179,Glade Spray Fresh Berries,,,,,,
46500762543,Household,1,179,Glade Lemon Fresh,,,,,,
46500766510,Household,1,169,Glade Spray Blue Odyssey,,,,,,
46600033864,Grocery Non-Taxable,1,199,Armour:Pizza Pepperoni,,,,,,
46600034281,Grocery Non-Taxable,1,199,Armour:Cracker Crunchers Turkey,,,,,,
46704049402,Frozen Food,1,579,T.G.I. Friday's:Spinach & Artichoke,,,,,,
46704063309,Frozen Food,1,579,T.G.I. Friday's:Cheddar Cheese,,,,,,
46704063316,Frozen Food,1,699,T.G.I. Friday's:Cream Cheese,,,,,,
46704065167,Frozen Food,1,599,N,,,,,,
46704068403,Frozen Food,1,599,T.G.I. Friday's:Cheddar & Bacon,,,,,,
46704068502,Grocery Non-Taxable,1,699,T.G.I. Friday's:includes Marinara Sauce,,,,,,
46704068519,Grocery Non-Taxable,1,1499,T.G.I. Friday's:with Marinara Sauce,,,,,,
46704068656,Frozen Food,1,579,T.G.I. Friday's:Sweet & Smoky,,,,,,
46704096055,Frozen Food,1,899,T.G.I. Friday's:Crispy With Buffalo Style Sauce,,,,,,
46704098448,Frozen Food,1,699,CHICKEN WINGS,,,,,,
46704098462,Frozen Food,1,1599,TGI Friday 25.5oz jumbo box,,,,,,
46704098486,Frozen Food,1,699,TGI Fridays Honey BBQ Wings,,,,,,
46704620656,Frozen Food,1,999,T.G.I. Friday's:Buffalo Style Sauce,,,,,,
46704620755,Frozen Food,1,999,T.G.I. Friday's:With Honey BBQ Sauce,,,,,,
46704620908,Frozen Food,1,999,T.G.I. Friday's:with Marinara Sauce,,,,,,
47117082130,Grocery Non-Taxable,1,129,Chicken,,,,,,
47223071028,Household,1,199,Star Lyte Candle - White,,,,,,
47223430078,Household,1,199,Star Lyte Candle - Cucumber & Melon Scent,,,,,,
47223430115,Household,1,149,Star Lyte Rose Garden Candle,,,,,,
47400097728,Household,1,499,Gillete Endurance Cool Wave,,,,,,
47400097872,Household,1,499,GILLETTE Sport High Performance Power Rush,,,,,,
47400130708,Household,1,499,Gillette Sensitive Skin w/Soothing Aloe Shave Gel,,,,,,
47400141544,Grocery Non-Taxable,1,299,Gillette Satin Care Shave Gel 2.5 oz. (Pack of 12) Dry Skin (for Men and Women),,,,,,
47400145009,Grocery Non-Taxable,1,199,Gillette Shave Foam Foamy Regular,,,,,,
47400240407,Household,1,399,Gillettte Foamy Regular Shave Foam,,,,,,
47400656062,Household,1,999,Cuchilla,,,,,,
47400656079,Grocery Non-Taxable,1,999,FUSION,,,,,,
47400662780,Household,1,499,Gillette,,,,,,
47400664685,Household,1,599,Gillette,,,,,,
47416051783,Grocery Non-Taxable,1,199,Dux:Chocolate Sandwich Cookies,,,,,,
47600020175,Grocery Non-Taxable,1,159,Grond,,,,,,
47677001510,Grocery Non-Taxable,1,100,Snickers Ice Cream Bars,,,,,,
47677376861,Frozen Food,1,299,Dove Vanilla Ice Cream Milk Chocolate,,,,,,
47677376908,Frozen Food,1,299,Dove Chocolate Almond Ice Cream Bar,,,,,,
47677474208,Grocery Non-Taxable,1,249,Twix Ice Cream Bar,,,,,,
47677482487,Grocery Non-Taxable,1,225,Snickers Ice Cream Bar,,,,,,
47677482982,Grocery Non-Taxable,1,199,m & m ice cream,,,,,,
47677483088,Frozen Food,1,299,M&M ICE CREAM COOKE SANDW,,,,,,
47677483392,Frozen Food,1,199,Twix,,,,,,
47677483804,Frozen Food,1,225,Twix,,,,,,
47800000151,Grocery Non-Taxable,1,249,Underwood:Deviled Ham,,,,,,
47800330517,Grocery Non-Taxable,1,99,B&M:Vegetarian,,,,,,
47995855055,Cigarettes,1,1100,American Spirit Menthol 85 Mellow Green King Box,,,,,,
47995855079,Cigarettes,1,1400,American Spirit Perique Rich Robust Black,,,,,,
47995855086,Cigarettes,1,1400,American Spirit Full-Bodied Blue Box,,,,,,
47995855093,Cigarettes,1,1400,American Spirit Mellow Yellow King Box,,,,,,
47995855154,Cigarettes,1,10000,American Spirit Menthol 85 Mellow Green King Box,,,,,,
47995855178,Cigarettes,1,10000,American Spirit Perique Rich Robust Black Carton,,,,,,
47995855222,Cigarettes,1,1100,American Spirit Menthol King Box,,,,,,
47995855246,Cigarettes,1,1400,American Spirit Organic Regular,,,,,,
48000002488,Grocery Non-Taxable,1,99,Chicken Of Tne Sea Tuna,,,,,,
48000132659,Grocery Non-Taxable,1,269,Genova:Solid Light Tonno In Olive Oil,,,,,,
48001139978,General Food,1,599,Hellmann's: Real Mayonnaise,,,,,,
48001213388,Snacks,1,449,Hellman's Real Mayonnaise,,,,,,
48001213487,Grocery Non-Taxable,1,799,Hellmann's Real Mayonnaise,,,,,,
48001265042,Grocery Non-Taxable,1,299,Hellmann's Real Mayonnaise,,,,,,
48001354500,Grocery Non-Taxable,1,599,Hellmann's Real Mayonnaise,,,,,,
48001437234,Grocery Non-Taxable,1,699,Hellmann's Real Mayonnaise,,,,,,
48001705920,Grocery Non-Taxable,1,299,hellmann's,,,,,,
48014004157,Candy,1,179,"Mega Warheads:Candy, Strawberry & Green Apple",,,,,,
48014009909,Snacks,1,179,rips red,,,,,,
48014009916,Candy,1,179,Rips watermelon,,,,,,
48014010370,Candy,1,179,Rips,,,,,,
48014010431,Candy,1,179,rips,,,,,,
48014010486,Candy,1,299,Ka moom,,,,,,
48014010868,Candy,1,299,Dizzy licks,,,,,,
48155908192,Grocery Non-Taxable,1,289,Flouride Toothpaste + Toothbrush,,,,,,
48155921320,Condiments,1,299,Petroleum Jelly Skin Protectant,,,,,,
48157585346,Household,1,599,Fitti Diapers Size 3,,,,,,
48157585407,Household,1,699,Fitti Diapers Size 4,,,,,,
48157585582,Household,1,699,Fitti Diapers Size 5,,,,,,
48157585643,Condiments,1,699,Fitti Diapers Size 6,,,,,,
48500000007,Drinks,1,399,Tropicana 100% Orange Juice,,,,,,
48500000021,Drinks,1,399,Tropicana Ruby Red,,,,,,
48500000496,Drinks,1,399,Tropicana 100% Apple Juice,,,,,,
48500001745,Drinks,1,100,Tropicana Orange Juice,,,,,,
48500006726,Drinks,1,399,Tropicana Cranberry,,,,,,
48500007709,Dairy,1,699,Tropicana:100% Orange,,,,,,
48500007969,Drinks,1,169,Twister Tropical Fruit Fury,,,,,,
48500007990,Drinks,1,199,Tropicana TwisterOrange Strawberry Banana Burst,,,,,,
48500008041,Drinks,1,169,Twister Strawberry Kiwi Cyclone,,,,,,
48500008386,Drinks,1,125,Tropicana Cranberry,,,,,,
48500008607,Drinks,1,199,Tropicana Orange Juice,,,,,,
48500008614,Drinks,1,199,Tropicana 100% Apple,,,,,,
48500008638,Drinks,1,199,Tropicana Grape,,,,,,
48500008645,Drinks,1,199,Tropicana Cranberry,,,,,,
48500008683,Drinks,1,199,Tropicana Pineapple Orange,,,,,,
48500009024,Drinks,1,199,Tropicana Twister Blue Raspberry Rush,,,,,,
48500009406,Drinks,1,199,Tropicana Ruby Red Grapefruit,,,,,,
48500015599,Drinks,1,169,Twister Cherry Berry Blast,,,,,,
48500017753,Drinks,1,199,Tropicana Pure Premium No Pulp,,,,,,
48500017760,Drinks,1,199,Tropicana Pure Premium:No Pulp Calcium + Vitamin D,,,,,,
48500017777,Drinks,1,199,Tropicana Pure Premium Some Pulp,,,,,,
48500017791,Drinks,1,199,Tropicana Pure Premium Orchard Style Apple,,,,,,
48500017814,Drinks,1,199,Tropicana Pure Premium Cranberry Juice Cocktail,,,,,,
48500017821,Drinks,1,199,Tropicana Pure Premium:Grape,,,,,,
48500018378,Drinks,1,199,Tropicana 100% Strawberry Kiwi,,,,,,
48500018668,Drinks,1,199,Tropicana Pure Premium Original Lemonade,,,,,,
48500021040,Drinks,1,249,Tropicana Twister: Peach Orchard Punch,,,,,,
48500021057,Drinks,1,249,Tropicana Apple Harvest Punch,,,,,,
48500021064,Drinks,1,249,Tropicana Twister Tropical Punch,,,,,,
48500021071,Grocery Non-Taxable,1,249,Tropicana  Berry Punch,,,,,,
48500021231,Grocery Non-Taxable,1,275,Tropicana Fruit Punch,,,,,,
48500021248,Drinks,1,249,Tropicana:Light Fruit Punch,,,,,,
48500021255,Dairy,1,249,Tropicanan Lemonade,,,,,,
48500021279,Drinks,1,249,Tropicana Orangeade,,,,,,
48500021286,Drinks,1,249,Tropicana Grape Punch,,,,,,
48500021545,Drinks,1,199,Tropicana Raspberry Lemonade,,,,,,
48500021804,Drinks,1,299,Tropicana Lemonade,,,,,,
48500021811,Grocery Non-Taxable,1,299,Tropicana Peach Lemonade,,,,,,
48500022221,Drinks,1,249,Tropicana Twister Watermelon Juice,,,,,,
48500201350,Drinks,1,299,Tropicana Watermelon,,,,,,
48500201466,Drinks,1,199,Tropinaca Watermelon,,,,,,
48500201763,Drinks,1,125,TROPICANA PINEAPPLE PEACH MANGO,,,,,,
48500202678,Drinks,1,499,TROPICANA LEMONADE 52Z,,,,,,
48500202715,Drinks,1,499,Tropicana Watermelon,,,,,,
48500202722,Drinks,1,499,TROPICANA PINEAPPLE MANGO 52Z,,,,,,
48500202739,Drinks,1,499,TROPICANA STRAWBERRY PEACH 52Z,,,,,,
48500202746,Drinks,1,599,Troplcana,,,,,,
48500202753,Drinks,1,599,Tropicana Homestyle,,,,,,
48500202777,Drinks,1,599,Calcium,,,,,,
48500202838,Drinks,1,499,Tropica Red,,,,,,
48500203194,Drinks,1,199,Tropicana Watermelon,,,,,,
48500203507,Drinks,1,199,Island punch,,,,,,
48500204016,Drinks,1,199,Tropicana,,,,,,
48500250129,Grocery Non-Taxable,1,299,Dole:100% Orange Peach Mango,,,,,,
48500256749,Dairy,1,399,Dole:100% Pineapple,,,,,,
48500301029,Drinks,1,499,Tropicana Pure Premium No Pulp,,,,,,
48500301395,Drinks,1,499,Tropicana Pure Premium Some Pulp,,,,,,
48500305690,Drinks,1,499,Tropicana Orange Juice Calcium & Vitamin D No Pulp,,,,,,
48789418609,Household,1,149,Diamond Round Toothpick,,,,,,
48793371464,Household,1,499,Atf-3,,,,,,
48794101015,General Food,1,199,7 Days Croissant Soft With Chocolate Cream Filling,,,,,,
48794101022,Grocery Non-Taxable,1,199,7 Days Croissant Soft With Vanilla Filling,,,,,,
49000000443,Drinks,1,225,Coca-Cola,,,,,,
49000000450,Drinks,1,199,Diet Coke,,,,,,
49000001327,Grocery Non-Taxable,1,100,Sprite,,,,,,
49000002485,Drinks,1,100,Fresca:Citrus Sparkling soda,,,,,,
49000002546,Drinks,1,100,Coca-Cola Caffeine Free:Cola,,,,,,
49000003659,Drinks,1,100,Coca-Cola Vanilla:Cola,,,,,,
49000003697,Drinks,1,169,Powerade Lemon-Lime,,,,,,
49000003710,Dairy,1,199,Powerade Ion Fruit Punch,,,,,,
49000004632,Drinks,1,189,Coca Cola,,,,,,
49000005486,Drinks,1,125,Coca-Cola sml bottle,,,,,,
49000006124,Drinks,1,125,Sprite,,,,,,
49000006346,Drinks,1,100,Coca-Cola,,,,,,
49000006582,Drinks,1,100,Diet Coke,,,,,,
49000007640,Drinks,1,199,Sprite,,,,,,
49000007909,Grocery Non-Taxable,1,199,Powerade Ion 4:Mountain Berry Blast,,,,,,
49000009774,Water,1,125,Dasani Purified Water,,,,,,
49000014235,Drinks,1,100,Fanta Orange,,,,,,
49000014242,Drinks,1,100,Fanta Grape,,,,,,
49000019162,Drinks,1,199,Fanta Orange,,,,,,
49000023855,Drinks,1,100,Barq's: Root Beer,,,,,,
49000024685,Drinks,1,100,Coca Cola,,,,,,
49000024692,Drinks,1,99,Coca Cola Diet,,,,,,
49000024708,Grocery Non-Taxable,1,99,Sprite,,,,,,
49000026207,Drinks,1,100,Fanta:Strawberry,,,,,,
49000026276,Drinks,1,199,Fanta Grape,,,,,,
49000027624,Drinks,1,100,Dasani:Purified Water,,,,,,
49000028201,Drinks,1,199,Fanta Pineapple,,,,,,
49000031683,Drinks,1,100,Fanta,,,,,,
49000032789,Drinks,1,100,Powerade Ion Orange,,,,,,
49000037197,Dairy,1,175,Diet Sprite Zero,,,,,,
49000040869,Drinks,1,169,Coca-Cola Zero,,,,,,
49000042566,Drinks,1,100,Coca-Cola Zero:Zero Calorie Cola,,,,,,
49000045260,Drinks,1,150,Powerade Ion 4:Grape,,,,,,
49000045666,Dairy,1,150,Powerade:Fruit Punch 20 Oz Stock & NCAA,,,,,,
49000045741,Drinks,1,199,Powerade Ion Fruit Punch,,,,,,
49000045758,Drinks,1,199,Powerade:Mountain Blast,,,,,,
49000045796,Drinks,1,199,Powerade Orange,,,,,,
49000047141,Grocery Non-Taxable,1,175,Powerade:Orange 20 Oz,,,,,,
49000047820,Drinks,1,225,Sprite,,,,,,
49000047844,Drinks,1,225,Fanta Orange,,,,,,
49000050103,Drinks,1,275,Coca-Cola,,,,,,
49000050110,Drinks,1,275,Diet Coke,,,,,,
49000050158,Drinks,1,275,Sprite,,,,,,
49000050165,Drinks,1,249,Coca-Cola:Cherry,,,,,,
49000050172,Drinks,1,225,Sprite Zero:Contour,,,,,,
49000050240,Drinks,1,275,Fanta Grape,,,,,,
49000050257,Drinks,1,275,Fanta Orange,,,,,,
49000050264,Drinks,1,275,Fanta Pineapple,,,,,,
49000050271,Drinks,1,275,Fanta Strawberry,,,,,,
49000050752,Grocery Non-Taxable,1,159,Powerade Zero Ion 4:Mixed Berry,,,,,,
49000053418,Drinks,1,179,Coca-Cola Can,,,,,,
49000053425,Drinks,1,125,Diet Coke:Cola,,,,,,
49000053432,Drinks,1,100,Sprite:Lemon-Lime Soda,,,,,,
49000053746,Drinks,1,125,Fanta Orange Soda,,,,,,
49000056433,Grocery Non-Taxable,1,169,Powerade Zero Ion 4:Fruit Punch,,,,,,
49000062830,Drinks,1,169,Fanta Pineapple,,,,,,
49000064797,Drinks,1,275,Fanta Cherry Soda,,,,,,
49000065633,Drinks,1,225,Gold Peak Unsweet Tea,,,,,,
49000066968,Drinks,1,169,Fanta Mango Soda,,,,,,
49000067729,Drinks,1,99,Fanta Berry Soda,,,,,,
49000067736,Drinks,1,175,Fanta Berry Soda,,,,,,
49000067743,Drinks,1,275,Fanta Berry,,,,,,
49000067927,Drinks,1,225,Gold Peak Raspberry Tea,,,,,,
49000067934,Drinks,1,225,Gold Peak Peach Tea,,,,,,
49000071962,Drinks,1,99,Fanta Fruit Punch,,,,,,
49000072365,Grocery Non-Taxable,1,349,Dunkin`s Donuts Iced,,,,,,
49000072372,Drinks,1,369,Dunkin Donuts Iced Coffe,,,,,,
49000072389,Drinks,1,369,Dunkin Donuts Iced Coffee,,,,,,
49000072396,Drinks,1,369,Dunkin Donuts Iced Coffee,,,,,,
49000074857,Drinks,1,125,Fanta apple,,,,,,
49000074901,Drinks,1,249,FanTa apple,,,,,,
49000076028,Drinks,1,299,Dunkin donuts,,,,,,
49000079623,Drinks,1,100,Moxie Can soda,,,,,,
49000080827,Drinks,1,100,Sprite,,,,,,
49000081305,Drinks,1,275,Fanta colada,,,,,,
49000081312,Drinks,1,199,Fanta pina colada,,,,,,
49000093117,Drinks,1,369,Dunkin caramelly,,,,,,
49000093186,Drinks,1,249,Sprite,,,,,,
49000093261,Drinks,1,100,Coca cola cherry vanilla,,,,,,
49000542820,Drinks,1,100,Aha mango,,,,,,
49000542875,Drinks,1,100,Aha Raspberry,,,,,,
49000544404,Drinks,1,369,Dunkin,,,,,,
49000544428,Drinks,1,369,Dunkin mint coffee,,,,,,
49022837768,Grocery Non-Taxable,1,299,Nice,,,,,,
49200007228,Grocery Non-Taxable,1,199,Domino:Pure Cane Granulated w/Spout,,,,,,
49200042014,Grocery Non-Taxable,1,249,Domino Sugar,,,,,,
49200043509,Grocery Non-Taxable,1,349,Domino:Pure Cane Granulated,,,,,,
49200045503,Grocery Non-Taxable,1,549,Domino Sugar Pure Cane,,,,,,
49200045701,General Food,1,549,Domino:Pure Cane Granulated,,,,,,
49200045756,Grocery Non-Taxable,1,269,Domino:Pure Cane Granulated,,,,,,
49200051009,Grocery Non-Taxable,1,169,Domino:Pure Cane Confectioners 10-X,,,,,,
49200056004,Grocery Non-Taxable,1,225,Domino:Dark Brown,,,,,,
49200056752,Grocery Non-Taxable,1,169,Domino:Light Brown,,,,,,
49200902936,Grocery Non-Taxable,1,249,Domino Sugar,,,,,,
49508007302,Snacks,1,199,Snack Factory Pretzel Crisps,,,,,,
49508007319,Snacks,1,199,Snack Factory Pretzel Crisps Buffalo Wings,,,,,,
49508007340,Snacks,1,249,Snack Factory Pretzel Crisps Parm,,,,,,
49705034460,General Food,1,399,8,,,,,,
49705088982,Grocery Non-Taxable,1,399,Lemon juice,,,,,,
49830000026,Drinks,1,100,Sprite,,,,,,
50000010110,Grocery Non-Taxable,1,249,Nestle Carnation Evaporated Milk,,,,,,
50000014897,Pet,1,299,Friskies Dry Seafood Sensations,,,,,,
50000043804,Pet,1,299,Friskies Dry:Indoor Delights,,,,,,
50000100361,Pet,1,325,Friskies Dry:Surfin' & Turfin' Favorites,,,,,,
50000103645,Pet,1,99,Friskies Wet:Savory Shreds w/Beef In Gravy,,,,,,
50000110810,Grocery Non-Taxable,1,369,Nestle Carnation:Sweetend Condensed Milk,,,,,,
50000114757,Grocery Non-Taxable,1,2200,Coffee mate,,,,,,
50000170166,Pet,1,99,Friskies Wet:Prime Filets w/Ocean Whitefish & Tuna In Sauce (Ps #5063015),,,,,,
50000170180,Pet,1,99,Friskies Wet:Prime Filets w/Chicken In Gravy,,,,,,
50000207084,Grocery Non-Taxable,1,599,Nestle Coffee-Mate Powder:French Vanilla Powder,,,,,,
50000215201,Pet,1,99,cat food,,,,,,
50000225224,Pet,1,89,Friskies Wet:Prime Filets Turkey Dinner In Gravy (Ps #5016279),,,,,,
50000235001,Frozen Food,1,349,Nestle Toll House:Chocolate Chip Cookie Sandwich,,,,,,
50000300624,Grocery Non-Taxable,1,249,Nestle Coffee-Mate Powder:Original Powder,,,,,,
50000301522,Grocery Non-Taxable,1,349,Nestle Coffee-Mate Powder:Original Powder,,,,,,
50000301621,Grocery Non-Taxable,1,499,Coffee-mate:Original,,,,,,
50000302123,Grocery Non-Taxable,1,699,Coffee-mate:Original,,,,,,
50000303021,Grocery Non-Taxable,1,899,Nestle Coffee-Mate Powder:Original Powder,,,,,,
50000322909,Boss Revolution,1,399,Nestle Coffee-Mate Liquid:Hazelnut Liquid,,,,,,
50000412204,Pet,1,89,Friskies Wet:Savory Shreds Turkey & Cheese Dinner In Gravy,,,,,,
50000421541,Pet,1,99,Friskies Wet:Classic Pate Mixed Grill,,,,,,
50000421848,Pet,1,99,Friskies Wet:Classic Pate Turkey & Giblets Dinner,,,,,,
50000421947,Pet,1,99,Friskies Wet:Meaty Bits Chicken Dinner In Gravy,,,,,,
50000422746,Pet,1,99,Friskies Wet:Classic Pate Supreme Supper,,,,,,
50000423149,Pet,1,89,Friskies Wet:Meaty Bits w/Beef In Gravy,,,,,,
50000423347,Pet,1,99,Friskies Wet:Classic Pate Salmon Dinner,,,,,,
50000424948,Pet,1,99,Friskies Wet:Classic Pate Ocean Whitefish & Tuna Dinner,,,,,,
50000447718,Grocery Non-Taxable,1,389,Nestle Coffe-Mate,,,,,,
50000572014,Pet,1,79,Friskies Wet:Savory Shreds w/Salmon In Sauce (Ps #4121707),,,,,,
50000577989,Pet,1,79,Friskies Wet:Tasty Treasures With Turkey & Cheese In Gravy (Ps# 5159874),,,,,,
50000582334,Pet,1,79,Friskies Wet:Tasty Treasure Pate Turkey & Chicken Dinner With Cheese,,,,,,
50000652860,Dairy,1,349,Coffee mate italian sweet,,,,,,
50000692255,Dairy,1,349,Nestle Coffee-Mate Liquid:French Vanilla Pantry Pack,,,,,,
50100402594,Grocery Non-Taxable,1,149,Healthy Choice:Chicken w/Rice,,,,,,
50100402600,Grocery Non-Taxable,1,149,Healthy Choice:Chicken Noodle,,,,,,
50200008214,Grocery Non-Taxable,1,349,Sunny D:Tangy Original,,,,,,
50200500008,Drinks,1,299,Sunny D 64oz,,,,,,
50200500145,Drinks,1,100,Sunny D,,,,,,
50200560002,Grocery Non-Taxable,1,168,Sunny D:Orange,,,,,,
50200563003,Drinks,1,159,Sunny D:Fruit Punch,,,,,,
50200564000,Grocery Non-Taxable,1,159,Sunny D:Orange Mango,,,,,,
50313151357,Grocery Non-Taxable,1,119,Carmela: Chicken Sausage & Bouillon,,,,,,
51000000118,Grocery Non-Taxable,1,199,Campbell's:Tomato,,,,,,
51000005496,Grocery Non-Taxable,1,399,Campbell's Chunky:Old Fashioned Vegetable Beef,,,,,,
51000005502,Grocery Non-Taxable,1,499,Campbell's Chunky Beef With Country Vegetables,,,,,,
51000005564,Grocery Non-Taxable,1,399,Campbell's Chunky:Sirloin Burger With Country Vegetables,,,,,,
51000005687,Grocery Non-Taxable,1,499,Campbell's Chunky:Steak & Potato,,,,,,
51000006189,Grocery Non-Taxable,1,99,Campbell's:Chicken w/Noodles Low Sodium,,,,,,
51000010315,General Food,1,199,Campbell's:Cream of Chicken,,,,,,
51000012210,Grocery Non-Taxable,1,199,Campbell's Beef Noodle,,,,,,
51000012319,Grocery Non-Taxable,1,199,Campbell's:Vegetable Beef,,,,,,
51000012517,Grocery Non-Taxable,1,225,Campbell's Chicken Noodle,,,,,,
51000012616,Grocery Non-Taxable,1,225,Campbell's:Cream of Mushroom,,,,,,
51000012920,Grocery Non-Taxable,1,125,Campbell's V8 Original,,,,,,
51000021076,Grocery Non-Taxable,1,99,Campbell's:Chicken Broth,,,,,,
51000024299,Grocery Non-Taxable,1,199,Swanson:100% Fat Free - 33% Less Sodium,,,,,,
51000024312,Grocery Non-Taxable,1,199,Swanson 99% Fat Free Chicken Broth,,,,,,
51000025487,Grocery Non-Taxable,1,299,Prego Traditional,,,,,,
51000025494,Grocery Non-Taxable,1,399,Prego:100% Natural Traditional,,,,,,
51000025500,Grocery Non-Taxable,1,199,Campbell's Beef Gravy,,,,,,
51000025548,Grocery Non-Taxable,1,199,Campbell's Turkey Gravy,,,,,,
51000025777,General Food,1,209,Campbell's:Chicken Gravy,,,,,,
51000027931,Grocery Non-Taxable,1,249,Prego Pasta Sauce Flavored with Meat,,,,,,
51000027948,Grocery Non-Taxable,1,399,Prego 100% Natural Flavored w/Meat,,,,,,
51000027955,Grocery Non-Taxable,1,199,Prego:100% Natural Fresh Mushroom,,,,,,
51000027962,Grocery Non-Taxable,1,399,Prego Fresh Mushroom,,,,,,
51000038852,Grocery Non-Taxable,1,499,Campbell's Chunky:Classic Chicken Noodle,,,,,,
51000058973,Grocery Non-Taxable,1,199,Campbell's Healthy Request:Chicken Noodle,,,,,,
51000061973,Grocery Non-Taxable,1,99,Campbell's Healthy Request:Chicken Rice,,,,,,
51000062611,Frozen Food,1,499,Hungry-Man:With Creamy Mashed Potatoes Mixed Vegetables & Apple Cranberry Dessert,,,,,,
51000062765,Grocery Non-Taxable,1,449,Hungry-Man:Boneless Fried Chicken,,,,,,
51000063205,Frozen Food,1,699,Hungry-Man:Beer Battered Chicken,,,,,,
51000063908,Frozen Food,1,299,Aunt Jemima:W/Hash Brown Potatoes,,,,,,
51000065018,Frozen Food,1,449,Hungry-Man:Salisbury Steak,,,,,,
51000065148,Grocery Non-Taxable,1,499,Hungry-Man:Classic Fried Chicken,,,,,,
51000075468,Frozen Food,1,399,"Pepperidge Farm:Garlic Bread, Crusty",,,,,,
51000083753,General Food,1,449,Hungry-Man:Home-Style Meatloaf,,,,,,
51000093240,Grocery Non-Taxable,1,399,Prego:Tomato Basil Garlic,,,,,,
51000112859,Grocery Non-Taxable,1,199,Campbell's:Pork & Beans,,,,,,
51000115539,Grocery Non-Taxable,1,99,Campbell's:Cream of Chicken,,,,,,
51000118608,Frozen Food,1,499,Hungry-Man:Country Fried Chicken,,,,,,
51000127112,Grocery Non-Taxable,1,349,V8 Splash:Berry Blend - Antioxidant,,,,,,
