SKU,Categories,Stock,Price,Name
048500018378,Drinks,1,199,Tropicana 100% Strawberry Kiwi
048500018668,Drinks,1,199,Tropicana Pure Premium Original Lemonade
048500021040,Drinks,1,249,Tropicana Twister: Peach Orchard Punch
048500021057,Drinks,1,249,Tropicana Apple Harvest Punch
048500021064,Drinks,1,249,Tropicana Twister Tropical Punch
048500021071,Grocery Non-Taxable,1,249,Tropicana  Berry Punch
048500021231,Grocery Non-Taxable,1,275,Tropicana Fruit Punch
048500021248,Drinks,1,249,Tropicana:Light Fruit Punch
048500021255,Dairy,1,249,Tropicanan Lemonade
048500021279,Drinks,1,249,Tropicana Orangeade
048500021286,Drinks,1,249,Tropicana Grape Punch
048500021545,Drinks,1,199,Tropicana Raspberry Lemonade
048500021804,Drinks,1,299,Tropicana Lemonade
048500021811,Grocery Non-Taxable,1,299,Tropicana Peach Lemonade
048500022221,Drinks,1,249,Tropicana Twister Watermelon Juice
048500201350,Drinks,1,299,Tropicana Watermelon
048500201466,Drinks,1,199,Tropinaca Watermelon
048500201763,Drinks,1,125,TROPICANA PINEAPPLE PEACH MANGO
048500202678,Drinks,1,499,TROPICANA LEMONADE 52Z
048500202715,Drinks,1,499,Tropicana Watermelon
048500202722,Drinks,1,499,TROPICANA PINEAPPLE MANGO 52Z
048500202739,Drinks,1,499,TROPICANA STRAWBERRY PEACH 52Z
048500202746,Drinks,1,599,Troplcana
048500202753,Drinks,1,599,Tropicana Homestyle
048500202777,Drinks,1,599,Calcium
048500202838,Drinks,1,499,Tropica Red
048500203194,Drinks,1,199,Tropicana Watermelon
048500203507,Drinks,1,199,Island punch
048500204016,Drinks,1,199,Tropicana
048500250129,Grocery Non-Taxable,1,299,Dole:100% Orange Peach Mango
048500256749,Dairy,1,399,Dole:100% Pineapple
048500301029,Drinks,1,499,Tropicana Pure Premium No Pulp
048500301395,Drinks,1,499,Tropicana Pure Premium Some Pulp
048500305690,Drinks,1,499,Tropicana Orange Juice Calcium & Vitamin D No Pulp
048789418609,Household,1,149,Diamond Round Toothpick
048793371464,Household,1,499,Atf-3
048794101015,General Food,1,199,7 Days Croissant Soft With Chocolate Cream Filling
048794101022,Grocery Non-Taxable,1,199,7 Days Croissant Soft With Vanilla Filling
049000000443,Drinks,1,225,Coca-Cola
049000000450,Drinks,1,199,Diet Coke
049000001327,Grocery Non-Taxable,1,100,Sprite
049000002485,Drinks,1,100,Fresca:Citrus Sparkling soda
049000002546,Drinks,1,100,Coca-Cola Caffeine Free:Cola
049000003659,Drinks,1,100,Coca-Cola Vanilla:Cola
049000003697,Drinks,1,169,Powerade Lemon-Lime
049000003710,Dairy,1,199,Powerade Ion Fruit Punch
049000004632,Drinks,1,189,Coca Cola
049000005486,Drinks,1,125,Coca-Cola sml bottle
049000006124,Drinks,1,125,Sprite
049000006346,Drinks,1,100,Coca-Cola
049000006582,Drinks,1,100,Diet Coke
049000007640,Drinks,1,199,Sprite
049000007909,Grocery Non-Taxable,1,199,Powerade Ion 4:Mountain Berry Blast
049000009774,Water,1,125,Dasani Purified Water
049000014235,Drinks,1,100,Fanta Orange
049000014242,Drinks,1,100,Fanta Grape
049000019162,Drinks,1,199,Fanta Orange
049000023855,Drinks,1,100,Barq's: Root Beer
049000024685,Drinks,1,100,Coca Cola
049000024692,Drinks,1,99,Coca Cola Diet
049000024708,Grocery Non-Taxable,1,99,Sprite
049000026207,Drinks,1,100,Fanta:Strawberry
049000026276,Drinks,1,199,Fanta Grape
049000027624,Drinks,1,100,Dasani:Purified Water
049000028201,Drinks,1,199,Fanta Pineapple
049000031683,Drinks,1,100,Fanta
049000032789,Drinks,1,100,Powerade Ion Orange
049000037197,Dairy,1,175,Diet Sprite Zero
049000040869,Drinks,1,169,Coca-Cola Zero
049000042566,Drinks,1,100,Coca-Cola Zero:Zero Calorie Cola
049000045260,Drinks,1,150,Powerade Ion 4:Grape
049000045666,Dairy,1,150,Powerade:Fruit Punch 20 Oz Stock & NCAA
049000045741,Drinks,1,199,Powerade Ion Fruit Punch
049000045758,Drinks,1,199,Powerade:Mountain Blast
049000045796,Drinks,1,199,Powerade Orange
049000047141,Grocery Non-Taxable,1,175,Powerade:Orange 20 Oz
049000047820,Drinks,1,225,Sprite
049000047844,Drinks,1,225,Fanta Orange
049000050103,Drinks,1,275,Coca-Cola
049000050110,Drinks,1,275,Diet Coke
049000050158,Drinks,1,275,Sprite
049000050165,Drinks,1,249,Coca-Cola:Cherry
049000050172,Drinks,1,225,Sprite Zero:Contour
049000050240,Drinks,1,275,Fanta Grape
049000050257,Drinks,1,275,Fanta Orange
049000050264,Drinks,1,275,Fanta Pineapple
049000050271,Drinks,1,275,Fanta Strawberry
049000050752,Grocery Non-Taxable,1,159,Powerade Zero Ion 4:Mixed Berry
049000053418,Drinks,1,179,Coca-Cola Can
049000053425,Drinks,1,125,Diet Coke:Cola
049000053432,Drinks,1,100,Sprite:Lemon-Lime Soda
049000053746,Drinks,1,125,Fanta Orange Soda
049000056433,Grocery Non-Taxable,1,169,Powerade Zero Ion 4:Fruit Punch
049000062830,Drinks,1,169,Fanta Pineapple
049000064797,Drinks,1,275,Fanta Cherry Soda
049000065633,Drinks,1,225,Gold Peak Unsweet Tea
049000066968,Drinks,1,169,Fanta Mango Soda
049000067729,Drinks,1,99,Fanta Berry Soda
049000067736,Drinks,1,175,Fanta Berry Soda
049000067743,Drinks,1,275,Fanta Berry
049000067927,Drinks,1,225,Gold Peak Raspberry Tea
049000067934,Drinks,1,225,Gold Peak Peach Tea
049000071962,Drinks,1,99,Fanta Fruit Punch
049000072365,Grocery Non-Taxable,1,349,Dunkin`s Donuts Iced
049000072372,Drinks,1,369,Dunkin Donuts Iced Coffe
049000072389,Drinks,1,369,Dunkin Donuts Iced Coffee
049000072396,Drinks,1,369,Dunkin Donuts Iced Coffee
049000074857,Drinks,1,125,Fanta apple
049000074901,Drinks,1,249,FanTa apple
049000076028,Drinks,1,299,Dunkin donuts
049000079623,Drinks,1,100,Moxie Can soda
049000080827,Drinks,1,100,Sprite
049000081305,Drinks,1,275,Fanta colada
049000081312,Drinks,1,199,Fanta pina colada
049000093117,Drinks,1,369,Dunkin caramelly
049000093186,Drinks,1,249,Sprite
049000093261,Drinks,1,100,Coca cola cherry vanilla
049000542820,Drinks,1,100,Aha mango
049000542875,Drinks,1,100,Aha Raspberry
049000544404,Drinks,1,369,Dunkin
049000544428,Drinks,1,369,Dunkin mint coffee
049022837768,Grocery Non-Taxable,1,299,Nice
049200007228,Grocery Non-Taxable,1,199,Domino:Pure Cane Granulated w/Spout
049200042014,Grocery Non-Taxable,1,249,Domino Sugar
049200043509,Grocery Non-Taxable,1,349,Domino:Pure Cane Granulated
049200045503,Grocery Non-Taxable,1,549,Domino Sugar Pure Cane
049200045701,General Food,1,549,Domino:Pure Cane Granulated
049200045756,Grocery Non-Taxable,1,269,Domino:Pure Cane Granulated
049200051009,Grocery Non-Taxable,1,169,Domino:Pure Cane Confectioners 10-X
049200056004,Grocery Non-Taxable,1,225,Domino:Dark Brown
049200056752,Grocery Non-Taxable,1,169,Domino:Light Brown
049200902936,Grocery Non-Taxable,1,249,Domino Sugar
049508007302,Snacks,1,199,Snack Factory Pretzel Crisps
049508007319,Snacks,1,199,Snack Factory Pretzel Crisps Buffalo Wings
049508007340,Snacks,1,249,Snack Factory Pretzel Crisps Parm
049705034460,General Food,1,399,8
049705088982,Grocery Non-Taxable,1,399,Lemon juice
049830000026,Drinks,1,100,Sprite
050000010110,Grocery Non-Taxable,1,249,Nestle Carnation Evaporated Milk
050000014897,Pet,1,299,Friskies Dry Seafood Sensations
050000043804,Pet,1,299,Friskies Dry:Indoor Delights
050000100361,Pet,1,325,Friskies Dry:Surfin' & Turfin' Favorites
050000103645,Pet,1,99,Friskies Wet:Savory Shreds w/Beef In Gravy
050000110810,Grocery Non-Taxable,1,369,Nestle Carnation:Sweetend Condensed Milk
050000114757,Grocery Non-Taxable,1,2200,Coffee mate
050000170166,Pet,1,99,Friskies Wet:Prime Filets w/Ocean Whitefish & Tuna In Sauce (Ps #5063015)
050000170180,Pet,1,99,Friskies Wet:Prime Filets w/Chicken In Gravy
050000207084,Grocery Non-Taxable,1,599,Nestle Coffee-Mate Powder:French Vanilla Powder
050000215201,Pet,1,99,cat food
050000225224,Pet,1,89,Friskies Wet:Prime Filets Turkey Dinner In Gravy (Ps #5016279)
050000235001,Frozen Food,1,349,Nestle Toll House:Chocolate Chip Cookie Sandwich
050000300624,Grocery Non-Taxable,1,249,Nestle Coffee-Mate Powder:Original Powder
050000301522,Grocery Non-Taxable,1,349,Nestle Coffee-Mate Powder:Original Powder
050000301621,Grocery Non-Taxable,1,499,Coffee-mate:Original
050000302123,Grocery Non-Taxable,1,699,Coffee-mate:Original
050000303021,Grocery Non-Taxable,1,899,Nestle Coffee-Mate Powder:Original Powder
050000322909,Boss Revolution,1,399,Nestle Coffee-Mate Liquid:Hazelnut Liquid
050000412204,Pet,1,89,Friskies Wet:Savory Shreds Turkey & Cheese Dinner In Gravy
050000421541,Pet,1,99,Friskies Wet:Classic Pate Mixed Grill
050000421848,Pet,1,99,Friskies Wet:Classic Pate Turkey & Giblets Dinner
050000421947,Pet,1,99,Friskies Wet:Meaty Bits Chicken Dinner In Gravy
050000422746,Pet,1,99,Friskies Wet:Classic Pate Supreme Supper
050000423149,Pet,1,89,Friskies Wet:Meaty Bits w/Beef In Gravy
050000423347,Pet,1,99,Friskies Wet:Classic Pate Salmon Dinner
050000424948,Pet,1,99,Friskies Wet:Classic Pate Ocean Whitefish & Tuna Dinner
050000447718,Grocery Non-Taxable,1,389,Nestle Coffe-Mate
050000572014,Pet,1,79,Friskies Wet:Savory Shreds w/Salmon In Sauce (Ps #4121707)
050000577989,Pet,1,79,Friskies Wet:Tasty Treasures With Turkey & Cheese In Gravy (Ps# 5159874)
050000582334,Pet,1,79,Friskies Wet:Tasty Treasure Pate Turkey & Chicken Dinner With Cheese
050000652860,Dairy,1,349,Coffee mate italian sweet
050000692255,Dairy,1,349,Nestle Coffee-Mate Liquid:French Vanilla Pantry Pack
050100402594,Grocery Non-Taxable,1,149,Healthy Choice:Chicken w/Rice
050100402600,Grocery Non-Taxable,1,149,Healthy Choice:Chicken Noodle
050200008214,Grocery Non-Taxable,1,349,Sunny D:Tangy Original
050200500008,Drinks,1,299,Sunny D 64oz
050200500145,Drinks,1,100,Sunny D
050200560002,Grocery Non-Taxable,1,168,Sunny D:Orange
050200563003,Drinks,1,159,Sunny D:Fruit Punch
050200564000,Grocery Non-Taxable,1,159,Sunny D:Orange Mango
050313151357,Grocery Non-Taxable,1,119,Carmela: Chicken Sausage & Bouillon
051000000118,Grocery Non-Taxable,1,199,Campbell's:Tomato
051000005496,Grocery Non-Taxable,1,399,Campbell's Chunky:Old Fashioned Vegetable Beef
051000005502,Grocery Non-Taxable,1,499,Campbell's Chunky Beef With Country Vegetables
051000005564,Grocery Non-Taxable,1,399,Campbell's Chunky:Sirloin Burger With Country Vegetables
051000005687,Grocery Non-Taxable,1,499,Campbell's Chunky:Steak & Potato
051000006189,Grocery Non-Taxable,1,99,Campbell's:Chicken w/Noodles Low Sodium
051000010315,General Food,1,199,Campbell's:Cream of Chicken
051000012210,Grocery Non-Taxable,1,199,Campbell's Beef Noodle
051000012319,Grocery Non-Taxable,1,199,Campbell's:Vegetable Beef
051000012517,Grocery Non-Taxable,1,225,Campbell's Chicken Noodle
051000012616,Grocery Non-Taxable,1,225,Campbell's:Cream of Mushroom
051000012920,Grocery Non-Taxable,1,125,Campbell's V8 Original
051000021076,Grocery Non-Taxable,1,99,Campbell's:Chicken Broth
051000024299,Grocery Non-Taxable,1,199,Swanson:100% Fat Free - 33% Less Sodium
051000024312,Grocery Non-Taxable,1,199,Swanson 99% Fat Free Chicken Broth
051000025487,Grocery Non-Taxable,1,299,Prego Traditional
051000025494,Grocery Non-Taxable,1,399,Prego:100% Natural Traditional
051000025500,Grocery Non-Taxable,1,199,Campbell's Beef Gravy
051000025548,Grocery Non-Taxable,1,199,Campbell's Turkey Gravy
051000025777,General Food,1,209,Campbell's:Chicken Gravy
051000027931,Grocery Non-Taxable,1,249,Prego Pasta Sauce Flavored with Meat
051000027948,Grocery Non-Taxable,1,399,Prego 100% Natural Flavored w/Meat
051000027955,Grocery Non-Taxable,1,199,Prego:100% Natural Fresh Mushroom
051000027962,Grocery Non-Taxable,1,399,Prego Fresh Mushroom
051000038852,Grocery Non-Taxable,1,499,Campbell's Chunky:Classic Chicken Noodle
051000058973,Grocery Non-Taxable,1,199,Campbell's Healthy Request:Chicken Noodle
051000061973,Grocery Non-Taxable,1,99,Campbell's Healthy Request:Chicken Rice
051000062611,Frozen Food,1,499,Hungry-Man:With Creamy Mashed Potatoes Mixed Vegetables & Apple Cranberry Dessert
051000062765,Grocery Non-Taxable,1,449,Hungry-Man:Boneless Fried Chicken
051000063205,Frozen Food,1,699,Hungry-Man:Beer Battered Chicken
051000063908,Frozen Food,1,299,Aunt Jemima:W/Hash Brown Potatoes
051000065018,Frozen Food,1,449,Hungry-Man:Salisbury Steak
051000065148,Grocery Non-Taxable,1,499,Hungry-Man:Classic Fried Chicken
051000075468,Frozen Food,1,399,"Pepperidge Farm:Garlic Bread, Crusty"
051000083753,General Food,1,449,Hungry-Man:Home-Style Meatloaf
051000093240,Grocery Non-Taxable,1,399,Prego:Tomato Basil Garlic
051000112859,Grocery Non-Taxable,1,199,Campbell's:Pork & Beans
051000115539,Grocery Non-Taxable,1,99,Campbell's:Cream of Chicken
051000118608,Frozen Food,1,499,Hungry-Man:Country Fried Chicken
051000127112,Grocery Non-Taxable,1,349,V8 Splash:Berry Blend - Antioxidant
051000127730,Grocery Non-Taxable,1,349,V8 Splash:Strawberry Kiwi
051000128041,Grocery Non-Taxable,1,499,Campbell's Chunky:Baked Potato w/Cheddar & Bacon Bits
051000129116,Grocery Non-Taxable,1,399,Prego:100% Natural Italian Sausage & Garlic
051000132796,Grocery Non-Taxable,1,549,Swanson Natural Goodness:100% Fat Free - 33% Less Sodium
051000138033,Drinks,1,199,Campbell's V8:Vegetable Juice
051000142924,Grocery Non-Taxable,1,499,Campbell's Chunky:Savory Pot Roast
051000142931,Grocery Non-Taxable,1,325,Campbell's Chunky:Creamy Chicken & Dumplings
051000146045,Grocery Non-Taxable,1,549,Swanson:100% Fat Free
051000146533,Drinks,1,199,V8 Splash:Berry Blend
051000146540,Drinks,1,199,V8 Splash:Tropical Blend
051000146557,Drinks,1,199,V8 Splash:Strawberry Kiwi
051000148704,Grocery Non-Taxable,1,199,Campbell's:Chicken Noodle Soup
051000148728,Grocery Non-Taxable,1,199,Campbell`s Tomato Soup
051000150073,Grocery Non-Taxable,1,499,Campbell's Chunky:Grilled Chicken & Sausage Gumbo
051000153159,Drinks,1,100,V8:100% Vegetable Juice
051000187666,Grocery Non-Taxable,1,125,Campbells Tomate Soup
051000190871,Grocery Non-Taxable,1,99,Campbell's Chunky:Hearty Beef Noodle
051000211651,Grocery Non-Taxable,1,499,Campbell's Chunky Chicken Pot Pie
051000217684,Drinks,1,199,V8 Splash Berry Blend
051000224392,General Food,1,199,Campbell's Pork & Beans
051000228321,Grocery Non-Taxable,1,549,Chicken stock
051000232830,General Food,1,199,Campbells Spaghettio's
051000269775,Grocery Non-Taxable,1,549,Prego traditional sauce
051141373928,Household,1,159,Scotch Brite Non-Scratch
051141902708,Household,1,188,Scotch Utility Tape
051202008240,Drinks,1,189,Country Club Raspberry Soda
051202008257,Drinks,1,169,Country Club Merengue Soda
051202008288,Drinks,1,189,Country Club Naranja Soda
051497154349,Fronto,1,600,Longway
051500000212,Grocery Non-Taxable,1,399,Smucker's:Caramel
051500000847,Grocery Non-Taxable,1,349,Smucker's:Sweet Orange 12 Oz
051500000953,Grocery Non-Taxable,1,349,Smucker's:Strawberry
051500012499,Grocery Non-Taxable,1,369,Smucker's:Concord Grape
051500022085,Grocery Non-Taxable,1,389,Smucker's:Concord Grape
051500022153,Grocery Non-Taxable,1,349,Smucker's:Strawberry 12 Oz Or 18 Oz
051500204306,Grocery Non-Taxable,1,229,Pillsbury Best All Purpose Bleached Enriched Flour
051500204412,Grocery Non-Taxable,1,399,Pillsbury:Bleached - Enriched
051500251515,Grocery Non-Taxable,1,549,Crisco: Pure Canola Oil
051500253625,Grocery Non-Taxable,1,549,Crisco: Pure Vegetable Oil
051500255162,Grocery Non-Taxable,1,349,Jif:Creamy
051500255483,Grocery Non-Taxable,1,549,Crisco:with Omega A-3 DHA
051500256275,Grocery Non-Taxable,1,699,Crisco Pure All Natural
051500600283,Grocery Non-Taxable,1,299,Pillsbury Moist Supreme:Strawberry
051500706572,Grocery Non-Taxable,1,549,Crisco Pure Corn Oil
051500992838,Grocery Non-Taxable,1,999,Crisco:Pure All Natural
051576000208,Grocery Non-Taxable,1,149,Sour
051700927876,Household,1,299,Finish Powerball Tabs
051933001800,Grocery Non-Taxable,1,199,Kjhhj
051933007307,Grocery Non-Taxable,1,199,Large lima beans
051933016408,Frozen Food,1,249,Morning Delights Buttermilk Pancakes
051933020207,Grocery Non-Taxable,1,249,Jhbbb
051933020306,Grocery Non-Taxable,1,249,Jjkk
051933107809,Grocery Non-Taxable,1,449,Syruo
051933191006,Grocery Non-Taxable,1,229,Cheese
051933193451,Grocery Non-Taxable,1,199,Pizza snack
051933200500,Snacks,1,299,Mantia's Texas Toast
051933201101,Snacks,1,299,Texas
051933202306,Snacks,1,499,Sanks
051933261150,Grocery Non-Taxable,1,199,Delano's Spicy Chicken Breast Patty
051933340824,Grocery Non-Taxable,1,99,Apple
051933340831,Grocery Non-Taxable,1,99,Cherry
051933353510,Frozen Food,1,449,Bacon
051933434059,Grocery Non-Taxable,1,149,Ac n cheeze
051933434653,Grocery Non-Taxable,1,449,Real Mayonnaise
052000010350,Dairy,1,199,Gatorade Icy Charge
052000010381,Grocery Non-Taxable,1,199,Gatorade Frost Artic Blitz
052000010398,Drinks,1,199,Gatorade artic Blitz
052000010534,Drinks,1,189,Gatorade Green Apple
052000013580,Drinks,1,149,Propel watermelon
052000013702,Drinks,1,189,Gatorade Flow Kiwi Strawberry
052000013726,Household,1,199,Gatorade Flow
052000013856,Drinks,1,189,Gatorade Flow Blackberry Wave
052000013863,Grocery Non-Taxable,1,169,G
052000041378,Drinks,1,189,Gatorade flow
052000041415,Drinks,1,199,Gatorade
052000041422,Drinks,1,199,Gatorade flow
052000042313,Drinks,1,199,GAT ZRO LL (28 OZ PL 1/15 )
052000042320,Drinks,1,199,Gatorade
052000042344,Drinks,1,200,GAT ZRO GLCR CHE (28 OZ PL 1/15 )
052000043143,Drinks,1,200,BERRY ZERO SUGAR
052000043549,Drinks,1,189,Gatoradezero
052000044003,Drinks,1,199,Win  a custom gx bottle
052000044041,Drinks,1,199,Gatorade kiwi Srawberry
052000049855,Drinks,1,200,Gatorade
052000051193,Drinks,1,249,Gatorade tropical
052000051599,Drinks,1,275,G citrus
052000051612,Drinks,1,249,Gatorade tropical mango
052000051629,Drinks,1,249,G watermelon
052000102390,Grocery Non-Taxable,1,199,Gatorade G Glacier Cherry
052000102413,Grocery Non-Taxable,1,275,Gatorade G Series Glacier Cherry
052000102451,Drinks,1,189,Gatorade Frost Glacier Cherry
052000102468,Drinks,1,189,Gatorade Perform Tropical Cooler
052000102475,Drinks,1,199,Gatorade Glacier Cherry
052000103670,Drinks,1,249,Gatorade Thirst Quencher Frost Glacier Cherry
052000104066,Drinks,1,199,Gatorade Perform Fierce Blue Cherry
052000104073,Produce,1,199,Gatorade G Series Fierce:Green Apple
052000104103,Drinks,1,199,Gatorade G Series Blue Cherry
052000104110,Drinks,1,200,Gatorade G Series Perform Fierce:Green Apple - Limited Edition
052000104127,Drinks,1,189,Gatorade Perform Fierce Blue Cherry
052000104257,Drinks,1,189,Gatorade Strawberry Lemonade
052000122473,Drinks,1,100,Gatorade G:Fruit Punch
052000122480,Drinks,1,100,Gatorade G:Orange
052000124859,Drinks,1,100,Gatorade G:Lemon-Lime
052000132854,Drinks,1,189,Gatorade:G Series Perform Xtremo Citrus Cooler
052000134568,Drinks,1,189,Gatorade Strawberry Watermelon
052000134902,Drinks,1,199,Gatorade G Series Strawberry Watermelon
052000135138,Drinks,1,275,Gatorade G Fruit Punch
052000135145,Drinks,1,275,Gatorade G Series Orange
052000135152,Grocery Non-Taxable,1,275,Gatorade G Series:Lemon-Lime
052000135169,Drinks,1,199,Gatorade G Grape
052000135176,Grocery Non-Taxable,1,275,Gatorade G Series Cool Blue
052000135190,Drinks,1,249,Gatorade Perform Frost Glacier Freeze
052000135282,Drinks,1,299,Gatorade Fierce Strawberry
052000135299,Drinks,1,200,G Series Citrus Cooler Sports Drink
052000208054,Dairy,1,189,Gatorade:G Series Perform Lemon-Lime
052000208061,Drinks,1,189,Gatorade:Fruit Punch
052000208078,Drinks,1,169,Gartodade G:Orange
052000208306,Drinks,1,189,Gatorade G Series Frost:Cascade Crash
052000208443,Drinks,1,199,Gatorade:G Series Perform Cool Blue
052000208535,Drinks,1,189,Gatorade X-Factor:Fruit Punch + Berry
052000208542,Drinks,1,189,Gatorade X-Factor:Orange + Tropical Fruit
052000208559,Drinks,1,189,Gatorade X-Factor:Lemon-Lime + Strawberry
052000241204,Drinks,1,249,Gatorade G Series 02 Perform:Lemon-Lime
052000241211,Grocery Non-Taxable,1,299,Gatorade:Fruit Punch
052000241235,Dairy,1,249,Gatorade G Series 02 Perform:Cool Blue
052000320152,Grocery Non-Taxable,1,199,G2:G Series Perform Glacier Freeze Low Calorie
052000320169,Drinks,1,199,Gatorade G Frost Glacier
052000324310,Dairy,1,199,Gatorade G Series 02 Perform:Rain Berry
052000324815,Drinks,1,199,Gatorade G Series Cool Blue
052000324860,Drinks,1,199,Gatorade Frost Glacier Freeze
052000324884,Drinks,1,189,Gatorade Frost:Riptide Rush
052000325553,Drinks,1,199,Gatorade G Cool Blue
052000326734,Dairy,1,199,Gatorade G Grape
052000328660,Grocery Non-Taxable,1,199,Gatorade G Series Perform Fruit Punch
052000328677,Drinks,1,199,Gatorade G Series 02 Perform Orange
052000328684,Drinks,1,199,Gatorade Lemon-Lime
052000338751,Grocery Non-Taxable,1,199,Gatorade G Fruit Punch
052000338768,Grocery Non-Taxable,1,199,Gatorade G Series Perform Orange
052000338775,Drinks,1,199,Gatorade G Lemon-Lime
052100000497,Grocery Non-Taxable,1,249,"Cake Mate:Decors, Rainbow"
052100029924,Grocery Non-Taxable,1,299,McCormick Pure Ground Black Pepper
052100029962,Grocery Non-Taxable,1,499,McCormick Pure Ground Black Pepper
052100070865,Grocery Non-Taxable,1,399,McCormick:Pure Vanilla
052100070919,Grocery Non-Taxable,1,499,McCormick:Red
052100070926,Grocery Non-Taxable,1,499,McCormick Yellow
052100746029,Grocery Non-Taxable,1,299,salt
052127000050,Grocery Non-Taxable,1,35,Yyui
052200005026,Grocery Non-Taxable,1,99,Beech-Nut Naturals Applesauce
052200005064,Grocery Non-Taxable,1,100,"Beech-Nut:Baby Food, Apples, Mango & Kiwi"
052200007129,Grocery Non-Taxable,1,99,Beech-Nut Naturals:Butternut Squash
052200007143,General Food,1,99,Beech-Nut Naturals:Tender Sweet Carrots
052200007150,Grocery Non-Taxable,1,99,"Beech-Nut:Baby Food, Green Beans"
052200007785,General Food,1,99,Beech-Nut:Mango
052200034705,Grocery Non-Taxable,1,399,Beech-Nut Complete Rice
052200034729,Grocery Non-Taxable,1,399,Beech-Nut Complete Oatmeal Whole Grain
052600112164,Grocery Non-Taxable,1,299,Fluff:Marshmallow Fluff
052600112751,Grocery Non-Taxable,1,199,Fluff:Marshmallow Fluff
053200072247,Household,1,199,Ocelo Sponges
054000200427,Household,1,149,Scott 1000 Sheets
054000472190,Household,1,149,Scott
054000476174,Household,1,500,Scott 4 pack
054100000507,Grocery Non-Taxable,1,399,Vlasic:Bread & Butter Chips
054100000606,Grocery Non-Taxable,1,499,Vlasic:Kosher Dill Spears
054100000613,Grocery Non-Taxable,1,299,Vlasic:Bread & Butter Spears Mildly Sweet Fresh Pack
054100001405,Grocery Non-Taxable,1,499,Vlasic:Kosher Dill Spears
054100005601,Grocery Non-Taxable,1,349,Vlasic:Stackers Kosher Dill
054100413000,Household,1,499,Vlasic:Kosher Dill Wholes Fresh Pack
054200000476,Household,1,249,Austin's Lemon Ammonia
054200000803,Household,1,549,Austin`s Windshield Washer Fluid
054300233125,Snacks,1,249,Campfire:Premium Quality Marshmallows
054300233187,Household,1,199,Campfire Fruitwirlers
054400000047,Grocery Non-Taxable,1,799,A.1.:Original
054400000092,Grocery Non-Taxable,1,349,A.1. Original Sauce
054600002865,Household,1,499,Fantastik Heavy Duty All Purpose Cleaner
054800010028,Grocery Non-Taxable,1,279,"Uncle Ben's Enriched Parboiled Long Grain Rice, Original"
054800031771,Grocery Non-Taxable,1,299,Uncle Ben's Ready Rice:Whole Grain Brown - Microwave in the Pouch
055270839119,Grocery Non-Taxable,1,169,"Grace:Hot Pepper Sauce, Very Hot"
055291001021,Snacks,1,100,Raylicious Plain Pound Cake
055291001038,Snacks,1,100,Raylicious Cheese Pound Cake
055291001205,Snacks,1,100,Raylicious Raisin Pound Cake
055500013791,Household,1,279,Clorox
055500402939,Household,1,229,Pine Sol
055653173106,Grocery Non-Taxable,1,199,Dare:Breaktime Chocolate Chip
058000311619,Household,1,169,Palmolive Dish Liquid & Hand Soap Orange
058286999969,Grocery Non-Taxable,1,100,Jodan's Cookies - Vanilla Suger Wafers
058847828042,Grocery Non-Taxable,1,299,Ultra Dish Detergent Mountain Berry
058847950019,Grocery Non-Taxable,1,219,First Force Drain Opener
058847950026,Grocery Non-Taxable,1,199,First Force Clean & Fresh Scent Laundry Detgergent
058847950033,Grocery Non-Taxable,1,399,Clean & Fresh Scent Fabric Softener
059642906720,Grocery Non-Taxable,1,25,Dubble Bubble Cry Baby Extra Sour Bubble Gum
059642923277,Grocery Non-Taxable,1,299,Dubble Bubble Bubble
059647200045,Household,1,199,A 1 Bleach
059647210143,Household,1,799,Pure Bright Cloro
061328051259,Misc.,1,75,Tisu
061541704611,Household,1,349,liquido zapato
062200004004,Household,1,499,Easy-Off Heavy Duty Surpuissant Oven Cleaner
062338057620,Condiments,1,189,AIR WICK AIR FRESHENER LAVENDER&CHAMOMILE
062338057682,Grocery Non-Taxable,1,199,Air Wick 4-in-1 Air Freshener - Vanilla Indulgence
062338747347,Household,1,189,Air Wick Cool Linen & White Lilac
062338758190,Household,1,169,Air Wick Apple Cinnamon
062338761435,Household,1,169,Air Wick Rain Garden
062338770024,Household,1,169,Air Wick Air Freshener - Fresh Waters
062338778976,Condiments,1,199,Air Wick Magnolia & Cherry Blossom Air Freshener
062338852577,Household,1,169,AIR WICK AIR FRESHENER HAWAiIAN EXOTIC PAPAYA.
063100251277,Grocery Non-Taxable,1,599,Ghhn
063435891117,Household,1,199,Scotties Facial Tissues 70 Sheets
063435891391,Household,1,199,Dcotties
064144030217,Grocery Non-Taxable,1,499,Pam:Original
064144030941,Grocery Non-Taxable,1,499,Pam:No-Stick Original All Natural
064144042135,General Food,1,189,"Chef Boyardee:Jumbo - Pasta and Meatballs made with Pork, Chicken and Beef in Tomato Sauce"
064144043026,General Food,1,199,Chef Boyardee Beefaroni
064144043040,Grocery Non-Taxable,1,189,Chef Boyardee Lasagna
064144043064,Grocery Non-Taxable,1,199,Chef Boyardee Beef Ravioli
064144043156,Grocery Non-Taxable,1,199,Chef Boyardee Beef Ravioli
064144043224,General Food,1,199,Chef Boyardee Spaghetti & Meatballs
064144047024,Grocery Non-Taxable,1,149,Chef Boyardee Beefaroni
064144047093,Grocery Non-Taxable,1,189,Chef Boyardee Beef Ravioli
064144047178,General Food,1,149,Chef Boyardee:in Tomato Sauce
